published,organisation,employees,carer_yes,carer_no,carer_prefernottosay,carer_undisclosed,disability_yes,disability_no,disability_prefernottosay,disability_undisclosed,ethnicity_asian,ethnicity_black,ethnicity_mixed,ethnicity_other,ethnicity_white,ethnicity_prefernottosay,ethnicity_undisclosed,gender_female,gender_male,religion_buddhist,religion_christian,religion_hindu,religion_jewish,religion_muslim,religion_no,religion_other,religion_sikh,religion_prefernottosay,religion_undisclosed,sexuality_bisexual,sexuality_gaylesbian,sexuality_straight,sexuality_prefernottosay,sexuality_undisclosed
2020-07-30,University of Leeds,9239,2495,4250,646,1848,555,7206,739,739,647,185,185,92,6653,740,647,5081,4158,92,2125,92,92,185,3512,185,92,1016,1848,185,185,5913,1016,1848
