published,organisation,organisation_grouping,organisation_level,employees,age_0-14,age_15-24,age_25-34,age_35-44,age_45-54,age_55-64,age_65-69,age_70+,age_prefernottosay,age_undisclosed,age_total,disability_yes,disability_no,disability_prefernottosay,disability_total,ethnicity_asian,ethnicity_asian_bangladeshi,ethnicity_asian_chinese,ethnicity_asian_indian,ethnicity_asian_pakistani,ethnicity_asian_other,ethnicity_black,ethnicity_black_african,ethnicity_black_caribbean,ethnicity_mixed,ethnicity_mixed_asian,ethnicity_mixed_caribbean,ethnicity_mixed_other,ethnicity_other_arab,ethnicity_white,ethnicity_prefernottosay,ethnicity_total,gender_female,gender_male,gender_other,gender_prefernottosay,gender_undisclosed,gender_total,trans_no,trans_yes,trans_prefernottosay,trans_undisclosed,trans_total,religion_buddhist,religion_christian,religion_hindu,religion_jewish,religion_muslim,religion_no,religion_other,religion_sikh,religion_prefernottosay,religion_undisclosed,religion_total,sexuality_bisexual,sexuality_gaylesbian,sexuality_straight,sexuality_usedifferentterm,sexuality_prefernottosay,sexuality_undisclosed,sexuality_total
16/05/2022,Leeds Trinity University,Leeds Trinity University,Leeds Trinity University,595,0,18,124,166,155,118,9,5,0,0,595,56,449,48,595,27,1,3,4,14,5,8,5,3,9,6,0,3,0,504,17,595,354,241,0,0,0,595,595,0,0,0,595,1,232,2,1,22,223,15,2,62,0,595,7,18,468,7,62,33,595
